CO,DE,LO,PA,SP
-6.61409307,-12.69949765,12.10891716,-6.760169419,-8.680129242
-6.591858983,-27.29369833,17.48734416,-8.976970501,-12.13508029
-0.044121246,-0.453148856,-5.856755489,-0.626421424,-1.416911563
-3.967675163,-16.10661781,20.04704458,-10.67750485,-10.80624516
-901.3500193,-4925.823975,6092.374842,-1519.209594,-4056.424625
