Barnesiella,und. Lachnospiraceae,uncl. Lachnospiraceae,Other,Blautia,und. uncl. Mollicutes,Akkermansia,Coprobacillus,Clostridium difficile,Enterococcus,und. Enterobacteriaceae
0.36807,0.31023,0.3561,0.54006,0.70898,0.47064,0.2297,0.83005,0.39181,0.29075,0.32367
