CO,DE,LO,PA,SP
-28.27004978,-30.37205857,98.8763352,-17.97293457,-13.5853892
-8.277573292,-26.29720487,27.31263811,-6.542533624,-12.20371703
-639.0729531,-551.7522133,-6411.112269,-914.7652339,-1148.379673
-372.2301237,-511.7745991,4521.207679,-1082.158942,-346.1420269
-1.015531693,-4.43965775,0.331628613,-1.950697,-22.82299732
